通道编号,平均高度(km),水云(LW)_综合得分,过冷水云(SLW)_综合得分,混合云(MP)_综合得分,冰云(Ice)_综合得分
175,7.20793,0.4663957460701986,0.32011144783159945,0.6492544801437922,0.327597490916272
176,7.20793,0.2897349904468053,0.18016610064412142,0.345821078268638,0.0811842705574594
177,7.20793,0.2984921385205393,0.1533661148903801,0.16780559454007815,0.1112086691234448
178,7.20793,0.28636237211084764,0.16224582267023482,0.12225146544047227,0.14089698770600728
179,7.20793,0.2865540137043397,0.17795762087286712,0.12504707362826376,0.14653103033740875
180,7.20793,0.3101181859168581,0.20890112439621647,0.12961875363357253,0.17675296704222684
181,7.20793,0.35700877493949634,0.22202951342164678,0.13108917421133073,0.2241740163428615
182,7.20793,0.3988102035301267,0.25350453206862233,0.17785304815712868,0.255683745449546
183,7.20793,0.38731230776087294,0.22443441826093238,0.2146626861976931,0.233422384566787
184,7.20793,0.3763521016004699,0.21113174490004974,0.2616161331389572,0.253996133077864
185,7.654785,0.22896592879080532,0.14174055119084558,0.30014831555545574,0.10258630239409804
186,7.654785,0.24548906429805886,0.17324244646778478,0.4084496537278768,0.07921506429885322
187,7.654785,0.24909999034032082,0.11692023926755259,0.1997942897374345,0.09417820005692108
188,7.654785,0.22923473534599395,0.11809666449865124,0.12547430698950846,0.11793452839037717
189,7.654785,0.22734468230896965,0.1362323182786024,0.13113688596677045,0.1218309380083094
190,7.654785,0.2481399587357219,0.1610367894106625,0.131200418385222,0.15229869180702535
191,7.654785,0.29381943276548295,0.1702592562903982,0.11801652711416194,0.2036936634274559
192,7.654785,0.3402179586314238,0.21339001638080377,0.14452891691109324,0.24297614657170744
193,8.25267,0.3362385480271839,0.18440912759238057,0.1790843103093778,0.21835205694938495
194,9.175465,0.3695455213444867,0.20420891167501157,0.283152166189755,0.2552230285358255
195,9.332755,0.3591438902966273,0.20349420270280935,0.2790103401022607,0.2402223361337733
196,9.332755,0.3683437400380256,0.20373016607441852,0.2484191978972007,0.24077699125034388
197,9.80734,0.332799428136561,0.18229025626156195,0.23051819211226351,0.2368297635806936
198,9.80734,0.37063640635044,0.2325239411744543,0.1932565322271648,0.20125663264264923
199,9.80734,0.3552547123600242,0.21248835444350211,0.17917130479696353,0.21428358385208612
200,9.80734,0.3336311013783679,0.2272765567353657,0.13179904356696268,0.15194493354835212
201,9.80734,0.3435877663276483,0.22388770479158915,0.14014863620029208,0.1661008468360796
202,9.80734,0.3401441230453461,0.1945947953105469,0.17435449657084864,0.20250868341787787
203,9.80734,0.29290747498959935,0.19300885230491302,0.11132999751277985,0.127027188484709
204,9.80734,0.3108578177080051,0.2033381495209666,0.1123937041815042,0.11258067894143864
205,9.80734,0.3310219113809736,0.19297756583567285,0.15259870478239676,0.18263892909180257
206,9.80734,0.3025333310937052,0.18018309647594796,0.10705406400682588,0.13145849765047354
207,9.80734,0.3313405172060191,0.18757296856863404,0.1534784513913826,0.15951056726533844
208,10.2838,0.3210297430646046,0.18170355664080937,0.1618657474838294,0.17962251131162363
209,10.2838,0.35537811818453163,0.20085899735107107,0.16728911619599252,0.17527204664024268
210,10.2838,0.33601450702147484,0.19823602667814436,0.16067864279451544,0.17925266853279934
211,10.2838,0.30020306288862403,0.16559408667979028,0.1370601582542157,0.14634653449051063
212,10.2838,0.3170003610032646,0.1756677520317441,0.17305105423475464,0.18896136223567614
213,10.2838,0.3517989664224927,0.2804527524123886,0.16455273435454168,0.09071766105655771
214,10.2838,0.3303921957986324,0.22278074612630852,0.1255530636476572,0.09901128170064744
215,10.2838,0.3307210903118683,0.2327683029549602,0.11925488631068089,0.06723001896687178
216,10.2838,0.31827415888507754,0.20738800047397074,0.11269140793132422,0.08768464952243327
217,10.2838,0.3713581538121518,0.2602002896357742,0.13657892881863234,0.09739257594172636
218,10.2838,0.36704120737257834,0.2559149152999592,0.13882737407381132,0.0830615212287606
219,10.2838,0.33853930411365085,0.2698690588290375,0.13083830354238732,0.08281162941590749
220,10.2838,0.3250076339948383,0.1942301403940829,0.13612577378344975,0.0640693273159544
221,10.2838,0.3036130526231657,0.18746060434925002,0.12944423535008445,0.11581897321949554
222,10.2838,0.3101321069978409,0.18947954038435352,0.1213526877364503,0.10405570692805598
223,10.2838,0.30594070659394,0.24276643785244226,0.16066762922850386,0.1306774370278115
224,10.2838,0.3085432184714137,0.19114349475128967,0.1339020936948456,0.13133645738144376
225,10.2838,0.2642984863321694,0.1889619637201355,0.1165387080251661,0.12127321897227046
226,10.2838,0.26229489805683404,0.15331857397276766,0.12162967143938423,0.11884490670038099
