通道编号,平均高度(km),水云(LW)_综合得分,过冷水云(SLW)_综合得分,混合云(MP)_综合得分,冰云(Ice)_综合得分
88,2.68406,0.22173823930524605,0.5463502019284853,0.4745323344333329,0.5189530571241637
89,2.68406,0.27843306914524196,0.25491839000107636,0.40367279665743405,0.45137303005473534
90,2.68406,0.21111892810098074,0.459342264626352,0.30513373600725974,0.7420451152098146
91,2.68406,0.2226149406057523,0.2816202522214675,0.2627435021176473,0.3894458440723725
92,2.68406,0.224140137860136,0.2521422529468486,0.30282752844359334,0.3797168839365333
93,2.68406,0.24793444294717992,0.33107352452424305,0.30262877700655266,0.24352259365953197
94,2.68406,0.31372519639274915,0.35670236126422017,0.28398520020208934,0.34325488433638146
95,3.06812,0.2831368853821313,0.2967575027841807,0.1702763736650179,0.3068491462133192
96,3.06812,0.25261724839860383,0.4414009232343026,0.21339704148992508,0.2411395120889659
97,3.06812,0.3382416991872454,0.31801815493364466,0.21465988010374729,0.5921639932262573
98,3.06812,0.245102217508667,0.28798561582007826,0.20341718968146036,0.2464187532132542
99,3.06812,0.30865688295048344,0.3129845295864374,0.16991664686464433,0.3182744217933589
100,3.06812,0.30503241031414785,0.32059081041813053,0.1832280633385381,0.3155879535821575
101,3.06812,0.30325313057069014,0.3605181159623385,0.24305795911581943,0.28228782293655114
102,3.06812,0.2822408465658563,0.36976412895763106,0.31617836260492577,0.24062092490387846
103,3.06812,0.31806497310490267,0.3420421048448649,0.27529423037284306,0.3097275325161612
104,3.19753,0.3368373755819891,0.29849579161288264,0.28294765711377917,0.4664787164503881
105,3.19753,0.2685134857166665,0.2419645279781374,0.311793629938645,0.5415206587559802
106,3.19753,0.28886202879854617,0.20843282100316554,0.3703663026776008,0.41029095193034965
107,3.724115,0.17149868100243937,0.09926674057125369,0.11495857685476353,0.13585044354142298
108,4.12129,0.15260011979955795,0.09157971269560734,0.13430282890927844,0.1259205216758281
109,4.254995,0.18792220240661908,0.09797541122806219,0.10598881655552495,0.17990521475380827
110,4.254995,0.11541353006259825,0.07376455451881031,0.24362390125087055,0.05460560542981235
111,4.254995,0.1319334300713413,0.07629778412667683,0.12497755441610552,0.11275538612963187
112,4.254995,0.13153724069142417,0.08732081106896432,0.15571711025967533,0.09625925653988666
113,4.254995,0.09018454119805186,0.12252169641325171,0.5429904998504148,0.0435367282541842
114,4.254995,0.11548156786600865,0.08663854909031483,0.1481470358257718,0.10178135119511038
115,5.63089,0.25847519833629096,0.249586458335021,0.3036438069197331,0.40895457799196766
116,5.63089,0.2550101500454364,0.23824237824737904,0.29537731694043007,0.421872491950148
117,5.91158,0.3356599389917394,0.3110717918734839,0.5276784520499278,0.5909446336104939
118,6.772045,0.24279978199973892,0.2440832798138581,0.20423071645016497,0.3857966770301517
119,6.772045,0.25300613457456156,0.2809669252174704,0.22262166392952046,0.40129213694699734
120,6.772045,0.2130496393527337,0.25682498500659623,0.15425058999018895,0.2891987207984937
121,7.20793,0.21199291226522873,0.22273276307056292,0.15828257367061402,0.31448568644100344
122,7.20793,0.23384705123327945,0.24057553575905474,0.20477292807642364,0.32930316465648085
123,7.20793,0.26197524400090083,0.25215805485786785,0.25940568604237463,0.40415826583626496
